"","Yield0","Year","ID1","SeasPr","I.SeasPr.2.","CVPrec","Spell","Spell4","AvgTempK","CVTempK","Yield0lag"
"13-1985",1.25,"5","11",-1.03002987239451,1.06096153802506,0.94320890396128,0.580228717702317,0.256132015267681,0.929669765655296,-0.67919708047972,1.43
"13-1986",0.9,"6","11",-1.46500631225215,2.14624349493863,0.525657592528378,0.802367244802768,0.444284707269317,1.04074400741093,-0.787491691851959,1.25
"13-1987",1,"7","11",-1.4734867627449,2.17116323998445,1.00285909130884,0.635763349477429,0.218501476867354,1.22123965026382,-0.300165940676884,0.9
"13-1988",3.83,"8","11",-1.47525352326423,2.17637295790351,0.823908529266165,1.51737562890735,-0.421217675938208,1.29066105136109,-0.191871329304645,1
"13-1989",1.2,"9","11",-1.2473414162714,1.55586060874593,0.823908529266165,0.892611021437327,0.256132015267681,0.957438326094193,-0.67919708047972,3.83
"13-1990",1.33,"10","11",-0.944872015363084,0.892783125416296,0.108106281095476,1.08698223265022,0.0303487848657184,0.915785485435839,-1.11237552596868,1.2
"13-1991",1.91,"11","11",-1.33108586488737,1.77178957970295,1.36076021539418,0.545519572842871,0.331393092068336,1.09628112828873,-0.787491691851958,1.33
"13-1992",1.6,"12","11",-1.47560687536809,2.17741565063358,2.01691227621731,1.11474954853778,0.782959552872262,1.19347108982491,-0.516755163421362,1.91
"13-1993",0.72,"13","11",-1.49716135370385,2.24149211902434,1.00285909130884,0.823192731718435,0.180870938467027,1.08239684806929,-1.11237552596867,1.6
"13-1994",0.54,"14","11",-1.70069216553,2.89235384189513,3.1502658358209,1.39242270741334,0.143240400066699,1.17958680960547,-0.841638997538078,0.72
"13-1995",0.62,"15","11",-0.753708527172199,0.568076543932085,0.94320890396128,0.809309073774657,0.519545784069972,1.05462828763037,-0.67919708047972,0.54
"13-1996",0.05,"16","11",-1.79609723357351,3.22596527245042,2.25551302560754,1.49655014199168,0.444284707269317,1.13793396894711,-1.05822822028256,0.62
"13-1997",0.68,"17","11",-1.13144192620373,1.2801608323716,1.59936096478441,1.64232855040135,-0.0825428303352627,1.09628112828873,0.0247178934398328,0.05
"13-1998",0.27,"18","11",0.0667750580019871,0.00445890837116875,0.406357217833263,-0.31526721967138,0.557176322470299,1.04074400741093,-0.895786303224197,0.68
"13-1999",0.14,"19","11",-1.86111402068465,3.46374539798897,1.71866133947953,1.82975793264236,0.105609861666373,1.12404968872764,-0.408460552049123,0.27
"13-2000",0.16,"20","11",-1.82754557081748,3.3399228134146,2.13621265091243,1.53125928685113,0.293762553668009,1.12404968872764,-0.733344386165839,0.14
"13-2001",0.91,"21","11",-1.55581780294541,2.42056903596189,1.24145984069907,1.44101551021657,0.369023630468663,1.20735537004438,-1.16652283165479,0.16
"13-2002",0.75,"22","11",-1.16995730552499,1.3688000967513,1.30111002804662,0.545519572842871,0.557176322470299,1.09628112828873,-0.137724023618526,0.91
"13-2003",1.34,"23","11",-0.734627513563497,0.539677583684486,1.36076021539418,1.19110966722856,-0.195434445536244,1.15181824916655,-0.354313246363003,0.75
"13-2004",0.14,"24","11",-1.32649228753712,1.75958178889547,1.65901115213197,0.906494679381104,0.519545784069971,1.13793396894711,-0.67919708047972,1.34
"13-2005",0.25,"25","11",-1.50776191681979,2.2733459978121,1.8976119015222,0.837076389662214,0.67006793767128,1.24900821070273,-0.516755163421362,0.14
"13-2006",0.68,"26","11",-1.73885419274741,3.02361390363523,2.13621265091243,1.21193515414423,0.67006793767128,1.24900821070273,-0.949933608910317,0.25
"13-2007",0.8,"27","11",-1.2342673884284,1.52341598613786,1.12215946600395,0.871785534521659,0.406654168868991,1.16570252938599,-1.16652283165479,0.68
"13-2008",0.66,"28","11",-1.61058737904446,2.59399170553732,1.59936096478441,1.46878282610412,-0.195434445536244,1.08239684806929,-0.787491691851959,0.8
"13-2009",0.42,"29","11",-1.83461261289478,3.36580343939262,2.19586283825999,2.29486047375893,-0.421217675938208,1.30454533158054,-0.570902469107481,0.66
"13-2010",0.36,"30","11",-1.29045037294291,1.66526216502849,0.823908529266164,0.753774441999545,0.632437399270953,1.24900821070273,-1.38311205439927,0.42
"13-2011",0.35,"31","11",-2.03036967843591,4.12240103111194,1.95726208886976,1.47572465507601,-0.308326060737226,1.37396673267781,-1.32896474871315,0.36
"13-2012",1.02,"32","11",-1.05971144911916,1.12298835539423,0.94320890396128,1.17722600928478,0.369023630468663,1.12404968872764,-0.733344386165839,0.35
"13-2013",0.03,"33","11",-1.1367422077617,1.29218284690694,1.24145984069907,1.40630636535712,0.40665416886899,1.1379339689471,-0.354313246363003,1.02
"13-2014",0.49,"34","11",-1.47702028378355,2.18158891870804,3.09061564847335,2.02412914385525,0.594806860870626,1.20735537004436,-1.16652283165479,0.03
"14-1982",0.9,"2","12",-0.58339281310934,0.340347174387629,-0.488395592380098,-0.509638430884275,0.557176322470299,0.818595523899659,-0.246018634990765,NA
"14-1983",0.72,"3","12",0.0427471149391774,0.00182731583562324,0.287056843138148,0.15677715041708,0.782959552872262,0.888016924996942,-0.6250497747936,0.9
"14-1984",0.58,"4","12",-1.11483437732208,1.2428556888591,0.644957967223493,0.170660808360858,0.369023630468663,0.901901205216398,-0.6250497747936,0.72
"14-1985",0.31,"5","12",0.505638371002133,0.255670162229691,0.108106281095476,-0.120896008458485,0.519545784069972,0.679752721705141,-0.787491691851958,0.58
"14-1986",0.83,"6","12",-0.360780987674484,0.130162921067376,0.108106281095476,0.0387660578949652,0.632437399270953,0.749174122802408,-0.137724023618526,0.31
"14-1987",0.02,"7","12",-0.0791593608941966,0.00626620441717766,0.108106281095476,0.378915677517532,0.369023630468663,0.971322606313665,0.133012504812071,0.83
"14-1988",1.8,"8","12",-0.873494890382384,0.762993323524133,0.764258341918607,0.510810427983425,0.406654168868991,0.999091166752563,-0.354313246363003,0.02
"14-1989",1.27,"9","12",0.214122885313631,0.0458486100150342,-0.0708442809471965,0.163718979388969,0.0303487848657191,0.721405562363495,-0.408460552049123,1.8
"14-1990",1.13,"10","12",0.345569867951356,0.119418533635917,-0.488395592380098,0.031824228923076,-0.609370367939844,0.679752721705141,-1.16652283165479,1.27
"14-1991",0.55,"11","12",-0.0858730508676287,0.00737418086531434,0.70460815457105,-0.433278312193495,0.93348170647357,0.832479804119131,-0.516755163421361,1.13
"14-1992",0.75,"12","12",-0.487281040858101,0.237442812779754,1.00285909130884,0.23313726910786,1.15926493687553,0.915785485435839,-0.300165940676884,0.55
"14-1993",0.79,"13","12",-0.462193041483696,0.21362240759595,0.406357217833263,-0.349976364530826,1.04637332167455,0.874132644777485,-0.949933608910317,0.75
"14-1994",1.08,"14","12",-0.803531173817143,0.645662347295956,1.30111002804662,0.198428124248415,1.00874278327422,0.929669765655296,-0.462607857735242,0.79
"14-1995",0.33,"15","12",0.416946992932056,0.173844794915084,0.585307779875935,0.212311782192193,0.895851168073243,0.804711243680218,-0.67919708047972,1.08
"14-1997",0.36,"17","12",-0.436398337901562,0.190443509323246,1.12215946600395,0.684356152280653,0.256132015267681,0.874132644777485,0.078865199125952,NA
"14-1998",0.16,"18","12",1.16322663629462,1.3530962073853,-0.0708442809471965,-0.294441732755713,0.481915245669645,0.818595523899675,-0.949933608910317,0.36
"14-1999",0.37,"19","12",-1.08126592745492,1.16913600587494,0.883558716613722,-0.225023443036822,1.19689547527586,0.846364084338572,-0.354313246363003,0.16
"14-2000",0.33,"20","12",-0.712012978916146,0.506962482145045,1.06250927865639,0.483043112095869,0.707698476071608,0.818595523899675,-0.570902469107481,0.37
"14-2001",0.05,"21","12",-0.3576008187397,0.127878345563304,0.764258341918607,0.635763349477429,0.331393092068336,0.915785485435839,-1.27481744302703,0.33
"14-2002",0.76,"22","12",-0.256895469138217,0.0659952820637446,1.4800605900893,0.503868599011536,0.481915245669645,0.888016924996926,-0.570902469107481,0.05
"14-2003",0.43,"23","12",-0.350180424558538,0.122626329743998,0.764258341918607,0.365032019573753,0.218501476867355,0.915785485435839,-0.300165940676884,0.76
"14-2004",0.35,"24","12",-0.877028411421032,0.769178834439699,1.36076021539418,0.663530665364986,0.293762553668009,0.943554045874752,-1.05822822028256,0.43
"14-2005",0.19,"25","12",-0.723673598343686,0.523703476939699,1.12215946600395,0.441392138264534,0.820590091272589,0.999091166752578,-0.570902469107481,0.35
"14-2006",0.27,"26","12",-0.961479564244732,0.92444295246024,1.30111002804662,0.39279933546131,1.19689547527586,0.957438326094193,-1.11237552596867,0.19
"14-2007",1.35,"27","12",0.831782362869392,0.691861899180589,0.227406655790591,-0.197256127149265,0.481915245669645,0.929669765655311,-1.00408091459644,0.27
"14-2008",0.73,"28","12",-0.745581428783307,0.555891666946558,1.42041040274174,0.496926770039647,0.481915245669645,0.818595523899675,-0.895786303224197,1.35
"14-2009",0.97,"29","12",-1.24168778260956,1.54178854948184,1.42041040274174,1.17722600928478,0.369023630468663,1.04074400741093,-0.787491691851958,0.73
"14-2010",0.52,"30","12",-0.0494777841695487,0.00244805112632844,0.406357217833263,-0.287499903783824,0.256132015267681,0.971322606313665,-1.22067013734091,0.97
"14-2011",0.42,"31","12",-1.04098378761432,1.08364724607586,1.36076021539418,0.274788242939195,0.331393092068335,1.01297544697202,-1.11237552596867,0.52
"14-2012",0.74,"32","12",-0.383042170217969,0.146721304165292,0.70460815457105,0.684356152280653,0.444284707269317,0.957438326094209,-0.6250497747936,0.42
"14-2013",0.41,"33","12",-0.295764200563351,0.0874764623348779,0.525657592528378,0.385857506489421,0.895851168073243,0.929669765655296,-0.246018634990765,0.74
"14-2014",0.37,"34","12",-0.70211912000793,0.492971258680711,1.06250927865639,0.517752256955314,1.15926493687553,0.915785485435839,-0.841638997538078,0.41
"15-1981",1,"1","13",-0.204599357766219,0.0418608971983493,-0.488395592380098,1.88529256441747,-1.58776436634835,-0.611485338704033,1.97402089814013,NA
"15-1982",1.17,"2","13",-1.1427491935274,1.30587571930752,0.94320890396128,2.28791864478704,0.444284707269317,-0.500411096948397,2.08231550951237,1
"15-1983",0.9,"3","13",-1.4876208468995,2.21301578412998,1.30111002804662,1.88529256441747,0.293762553668009,-0.278262613437139,2.51549395500132,1.17
"15-1984",0.36,"4","13",-1.74026760116287,3.02853132365715,1.18180965335151,3.78735370271509,-0.609370367939843,-0.500411096948397,2.84037778911804,0.9
"15-1985",0.76,"5","13",-0.843459961553871,0.711424706744458,0.70460815457105,2.10743109151792,-0.157803907135917,-0.611485338704033,2.08231550951237,0.36
"15-1986",1,"6","13",-0.918723959677085,0.844053714084742,0.94320890396128,4.88416268027357,-0.534109291139189,-0.58371677826512,3.05696701186252,0.76
"15-1987",1.02,"7","13",-1.23108721949361,1.51557574200052,1.77831152682708,1.87140890647369,-0.233064983936571,-0.361568294753863,3.81502929146819,1
"15-1988",1.85,"8","13",-0.777736470235009,0.604874017133611,0.227406655790591,2.73219569898794,-0.0825428303352627,-0.444873976070586,2.40719934362909,1.02
"15-1989",1.33,"9","13",-0.879501876148086,0.773523550148004,0.70460815457105,3.12093812141373,-0.534109291139189,-0.667022459581844,2.08231550951237,1.85
"15-1990",0.99,"10","13",-0.394702789645509,0.155790292153947,0.346707030485706,4.1622124671971,-0.797523059941479,-0.63925389914293,1.54084245265118,1.33
"15-1992",0.97,"12","13",-1.08762626532448,1.18293089302369,1.8976119015222,1.27441161489123,1.12163439847521,-0.472642536509499,3.81502929146819,NA
"15-1993",0.9,"13","13",-1.77454275523776,3.14900199016681,1.30111002804662,3.8428883344902,-0.270695522336898,-0.500411096948397,2.40719934362909,0.97
"15-1994",0.25,"14","13",-1.50246163526182,2.25739096543362,0.94320890396128,0.705181639196321,0.745329014471935,-0.417105415631673,2.51549395500132,0.9
"15-1995",0.58,"15","13",-1.32048530177142,1.74368143219436,2.01691227621731,1.9963618279677,0.444284707269317,-0.472642536509499,1.54084245265118,0.25
"15-1997",0.5,"17","13",-0.766429202911334,0.587413723075302,1.06250927865639,2.07966377563037,-0.571739829539516,-0.389336855192776,1.64913706402341,NA
"15-1998",0.18,"18","13",-0.868194608824411,0.753761878791772,1.30111002804662,1.3577135625539,0.0679793232660454,-0.444873976070586,2.84037778911804,0.5
"15-1999",0.26,"19","13",-1.37560822997434,1.89229800237313,1.18180965335151,2.45452254011238,0.481915245669645,-0.472642536509499,1.97402089814013,0.18
"15-2000",0.45,"20","13",-1.80705114879332,3.26543385435527,2.37481340030266,4.66202415317312,-0.722261983140825,-0.417105415631673,2.29890473225685,0.26
"15-2001",0.48,"21","13",-1.1688972492134,1.36632077921865,1.30111002804662,2.38510425039349,0.180870938467027,-0.500411096948397,1.75743167539565,0.45
"15-2002",0.77,"22","13",-1.07066536433897,1.1463243223951,1.65901115213197,4.07891051953443,-0.571739829539516,-0.472642536509499,2.19061012088461,0.48
"15-2003",0.41,"23","13",-1.28409003507334,1.64888721817466,1.42041040274174,5.28678876064314,-1.2490895207454,-0.389336855192776,3.05696701186252,0.77
"15-2004",0.26,"24","13",-1.45369904492847,2.11324091322595,2.25551302560754,7.799730848467,-0.985675751943115,-0.417105415631673,1.97402089814013,0.41
"15-2005",0.25,"25","13",-1.26854254250329,1.60920018214071,1.65901115213197,3.70405175505242,-0.195434445536244,-0.389336855192776,3.49014545735147,0.26
"15-2006",0.63,"26","13",-0.983387394684353,0.967050768024079,1.42041040274174,3.69016809710864,0.1432404000667,-0.389336855192776,1.75743167539565,0.25
"15-2007",0.71,"27","13",-1.36783448368931,1.87097117476961,1.8976119015222,3.94007394009665,-0.571739829539516,-0.389336855192776,2.40719934362909,0.63
"15-2008",0.48,"28","13",-1.31447831600572,1.72785324324923,1.42041040274174,3.0792871475824,-0.308326060737226,-0.52817965738731,1.86572628676789,0.71
"15-2009",0.95,"29","13",-1.72472010859281,2.9746594529844,1.77831152682708,7.32768647837854,-0.722261983140825,-0.250494052998242,2.7320831777458,0.48
"15-2010",0.8,"30","13",-1.00812204195489,1.0163100514753,1.65901115213197,4.18997978308466,-1.02330629034344,-0.389336855192776,1.75743167539565,0.95
"15-2011",0.64,"31","13",-1.57560552076184,2.4825327570552,1.8976119015222,3.77347004477131,-0.233064983936571,-0.278262613437139,1.75743167539565,0.8
"15-2012",0.66,"32","13",-0.921904128611868,0.849907222351608,1.18180965335151,2.35733693450593,-0.12017336873559,-0.389336855192776,2.40719934362909,0.64
"15-2013",0.75,"33","13",-0.903883171314761,0.81700478738603,0.70460815457105,2.17684938123681,-0.00728175353460863,-0.472642536509499,2.84037778911804,0.66
"15-2014",0.49,"34","13",-1.36783448368931,1.87097117476961,1.53971077743685,2.51005717188749,0.820590091272589,-0.361568294753863,1.21595861853446,0.75
"16-1992",0.67,"12","14",-0.30813152419862,0.0949450362049651,0.346707030485706,-0.0167685738801481,0.971112244873898,0.332645716218806,-0.137724023618526,NA
"16-1993",1.1,"13","14",-0.682331402191499,0.465576142416617,0.406357217833263,-0.46798745705294,0.971112244873897,0.277108595340996,-0.895786303224197,0.67
"16-1994",1.01,"14","14",-0.825085652152899,0.680766333388575,1.00285909130884,0.101242518641967,0.707698476071608,0.360414276657704,-0.300165940676884,1.1
"16-1995",0.35,"15","14",0.137445478774958,0.0188912596356774,0.94320890396128,0.0595915448106328,1.15926493687553,0.235455754682642,-0.67919708047972,1.01
"16-1997",0.61,"17","14",-0.661483628063472,0.437560590196014,0.883558716613722,0.517752256955314,0.369023630468663,0.290992875560437,0.349601727556549,NA
"16-1998",0.26,"18","14",0.562528059724375,0.31643781797727,0.108106281095476,-0.294441732755713,0.67006793767128,0.249340034902083,-0.787491691851958,0.61
"16-1999",0.4,"19","14",-1.04310390023751,1.08806574669071,0.644957967223493,-0.585998549575055,1.91187570488208,0.249340034902083,-0.408460552049123,0.26
"16-2000",0.64,"20","14",-0.526149772283234,0.276833582873699,0.823908529266165,0.607996033589873,0.782959552872262,0.235455754682642,-0.6250497747936,0.4
"16-2001",0.55,"21","14",-0.170677555795193,0.0291308280522213,0.764258341918607,0.274788242939195,0.481915245669645,0.304877155779909,-1.16652283165479,0.64
"16-2002",0.52,"22","14",-0.32191225624935,0.103627500723547,1.71866133947953,0.330322874714308,0.93348170647357,0.290992875560437,-0.67919708047972,0.55
"16-2003",0.28,"23","14",-0.203185949350759,0.0412845300135693,0.70460815457105,0.184544466304637,0.406654168868991,0.332645716218806,-0.0835767179324065,0.52
"16-2004",0.4,"24","14",-1.02826311187519,1.05732502724325,0.764258341918607,0.351148361629975,0.444284707269317,0.388182837096617,-0.949933608910317,0.28
"16-2005",0.13,"25","14",-0.693638669515174,0.481134603846781,0.823908529266164,0.226195440135971,0.67006793767128,0.429835677754971,-0.462607857735242,0.4
"16-2006",0.31,"26","14",-0.807064694855792,0.651353421682672,0.346707030485706,-0.211139785093043,1.30978709047684,0.37429855687716,-0.949933608910317,0.13
"16-2007",0.62,"27","14",0.425780795528677,0.181289285841033,0.287056843138148,0.142893492473302,-0.00728175353460863,0.31876143599935,-0.787491691851959,0.31
"16-2008",0.41,"28","14",-0.653003177570716,0.426413149917452,0.823908529266165,0.0526497158387431,1.19689547527586,0.235455754682626,-0.733344386165839,0.62
"16-2009",0.8,"29","14",-1.26818919039942,1.60830382264594,1.4800605900893,1.60067757657002,0.782959552872262,0.47148851841334,-0.6250497747936,0.41
"16-2010",0.55,"30","14",-0.121208261254114,0.0146914425962455,-0.130494468294754,-0.676242326209614,0.820590091272589,0.37429855687716,-1.00408091459644,0.8
"16-2011",0.46,"31","14",-0.828619173191548,0.686609734180644,1.24145984069907,0.219253611164082,0.481915245669645,0.402067117316058,-1.00408091459644,0.55
"16-2012",0.71,"32","14",-0.156543471640599,0.0245058585132909,0.287056843138148,0.7815417578871,0.293762553668009,0.388182837096617,-0.191871329304645,0.46
"16-2013",0.46,"33","14",-0.309898284717945,0.0960369468711244,0.585307779875935,0.226195440135971,1.27215655207651,0.346529996438263,0.0247178934398328,0.71
"16-2014",0.44,"34","14",-0.656890050713229,0.431504538726029,0.94320890396128,0.385857506489421,1.23452601367619,0.31876143599935,-0.6250497747936,0.46
"19-1982",0.9,"2","15",-1.03002987239451,1.06096153802506,0.167756468443033,0.823192731718435,0.1432404000667,1.72107373816414,-0.516755163421362,NA
"19-1983",0.9,"3","15",-0.743461316160118,0.552734728626535,0.46600740518082,0.184544466304637,0.820590091272589,1.79049513926141,-0.354313246363003,0.9
"19-1984",1.8,"4","15",-1.52860969094782,2.33664758725959,0.823908529266165,0.656588836393097,0.557176322470299,1.83214797991977,-0.67919708047972,0.9
"19-1985",1.08,"5","15",-0.479153942469209,0.229588500583786,-0.0111940935996388,0.288671900882974,0.406654168868991,1.58223093596961,-1.05822822028256,1.8
"19-1986",0.9,"6","15",-0.925437649650517,0.856434843390673,0.346707030485706,0.406682993405089,0.406654168868991,1.69330517772523,-0.300165940676884,1.08
"19-1987",0.3,"7","15",-0.840633144722953,0.706664084006801,0.346707030485706,0.378915677517532,0.481915245669645,1.85991654035868,-0.6250497747936,0.9
"19-1988",0.8,"8","15",-1.22260676900086,1.49476731160672,0.46600740518082,0.621879691533651,0.40665416886899,1.90156938101703,-0.787491691851958,0.3
"19-1989",0.69,"9","15",-0.845226722073195,0.714408211706599,0.167756468443033,0.177602637332748,0.218501476867354,1.65165233706688,-0.787491691851959,0.8
"19-1991",1.07,"11","15",-0.503181885532019,0.253192009927558,0.644957967223493,-0.100070521542817,0.782959552872262,1.7349580183836,-0.67919708047972,NA
"19-1992",1.8,"12","15",-1.3187185412521,1.73901859104206,1.12215946600395,0.330322874714308,1.04637332167455,1.85991654035868,-0.787491691851958,1.07
"19-1994",2,"14","15",-0.921904128611869,0.849907222351609,1.12215946600395,0.413624822376977,0.67006793767128,1.80437941948087,-0.67919708047972,NA
"19-1995",1.63,"15","15",-0.290817271109243,0.0845746851754268,0.406357217833263,0.309497387798641,0.519545784069972,1.67942089750578,-0.841638997538078,2
"19-1996",1,"16","15",-0.871728129863059,0.759909932394547,0.823908529266164,1.09392406162211,0.331393092068336,1.7627265788225,-1.11237552596867,1.63
"19-1997",1.74,"17","15",-0.641695910247041,0.411773641227778,0.823908529266165,1.12863320648156,-0.38358713753788,1.74884229860304,-0.300165940676884,1
"19-1998",1.61,"18","15",1.12789142590814,1.27213906863709,-0.548045779727656,-0.39162733836216,-0.345956599137553,1.66553661728633,-0.949933608910317,1.74
"19-1999",1.21,"19","15",-1.37172135683182,1.88161948078854,1.4800605900893,0.476101283123979,1.19689547527586,1.74884229860304,-0.083576717932406,1.61
"19-2000",0.6,"20","15",-1.02578964714813,1.0522444001963,0.883558716613723,0.830134560690325,0.1432404000667,1.72107373816414,-0.6250497747936,1.21
"19-2001",0.51,"21","15",-1.2473414162714,1.55586060874593,1.06250927865639,1.34382990461012,-0.0825428303352627,1.87380082057814,-1.05822822028256,0.6
"19-2002",0.58,"22","15",-0.868901313032141,0.754989491788978,0.883558716613722,0.594112375646095,0.557176322470299,1.81826369970031,-0.300165940676884,0.51
"19-2003",0.89,"23","15",-0.673144247491012,0.453123177930241,0.764258341918607,0.55246140181476,0.1432404000667,1.83214797991977,-0.0835767179324065,0.58
"19-2004",0.74,"24","15",-1.20352575539216,1.44847424389226,0.823908529266165,0.844018218634103,0.256132015267681,1.83214797991977,-1.16652283165479,0.89
"19-2005",0.72,"25","15",-0.961832916348597,0.925122558971647,1.18180965335151,0.594112375646095,0.820590091272589,1.88768510079758,-0.67919708047972,0.74
"19-2006",0.27,"26","15",-1.25122828941391,1.56557223222966,1.42041040274174,0.559403230786649,0.820590091272589,1.84603226013922,-1.05822822028256,0.72
"19-2007",0.43,"27","15",-0.0964736139835742,0.00930715819505169,0.346707030485706,0.191486295276525,0.40665416886899,1.83214797991977,-1.11237552596868,0.27
"19-2008",0.36,"28","15",-0.816251849556278,0.666267081904044,0.823908529266165,0.385857506489421,-0.0449122919349363,1.70718945794469,-1.00408091459644,0.43
"19-2009",0.24,"29","15",-1.39468924358304,1.94515808616623,1.18180965335151,1.25358612797556,0.40665416886899,1.9709907821143,-0.841638997538078,0.36
"19-2010",0.21,"30","15",-0.268556088565757,0.0721223727057387,0.46600740518082,0.0943006896700784,0.67006793767128,1.87380082057814,-1.00408091459644,0.24
"19-2011",0.41,"31","15",-1.50776191681979,2.2733459978121,1.12215946600395,0.816250902746546,0.331393092068336,1.9709907821143,-1.43725936008539,0.21
"19-2012",0.96,"32","15",-0.72685376727847,0.528316399006904,0.585307779875935,1.01062211395944,-0.0825428303352627,1.81826369970031,-0.949933608910317,0.41
"19-2013",0.98,"33","15",-0.623321600846068,0.388529818081305,0.346707030485706,0.205369953220304,1.08400386007488,1.84603226013922,-0.354313246363003,0.96
"19-2014",0.82,"34","15",-0.909183452872734,0.826614550977587,0.94320890396128,0.566345059758538,1.23452601367619,1.87380082057814,-1.11237552596867,0.98
"21-1982",0.9,"2","16",-1.51518231100096,2.29577743557019,0.70460815457105,1.44101551021657,0.105609861666373,1.33231389201944,-0.137724023618526,NA
"21-1983",0.44,"3","16",-1.2473414162714,1.55586060874593,0.644957967223493,1.12863320648156,0.481915245669645,1.3461981722389,0.078865199125952,0.9
"21-1984",1.52,"4","16",-1.91941711782235,3.68416207218944,1.53971077743685,0.607996033589873,0.557176322470299,1.44338813377508,-0.354313246363003,0.44
"21-1985",0.45,"5","16",-1.33355932961442,1.77838048560166,0.823908529266165,0.545519572842871,0.481915245669645,1.19347108982491,-0.246018634990765,1.52
"21-1986",0.44,"6","16",-1.5639449013343,2.44592365440957,1.00285909130884,0.753774441999544,1.08400386007488,1.29066105136109,-0.191871329304645,0.45
"21-1987",0.56,"7","16",-1.2593553878028,1.58597599278795,1.06250927865639,0.177602637332747,0.782959552872262,1.48504097443343,0.187159810498191,0.44
"21-1988",0.23,"8","16",-1.43885825656615,2.07031308248857,1.06250927865639,0.934261995268661,0.0679793232660454,1.49892525465289,0.0247178934398323,0.56
"21-1989",0.21,"9","16",-1.43355797500817,2.05508846770954,0.94320890396128,0.698239810224431,1.15926493687553,1.23512393048328,0.0247178934398323,0.23
"21-1992",1.27,"12","16",-1.77454275523776,3.14900199016681,1.18180965335151,0.378915677517532,1.30978709047684,1.49892525465289,-0.0835767179324065,NA
"21-1993",0.33,"13","16",-1.19963888224964,1.43913344780517,0.70460815457105,0.0387660578949652,1.00874278327422,1.30454533158053,-0.0294294122462869,1.27
"21-1994",0.48,"14","16",-1.64026895576911,2.6904822472599,1.71866133947953,0.746832613027655,0.331393092068335,1.38785101289727,0.133012504812071,0.33
"21-1995",0.66,"15","16",-1.01978266138243,1.03995667645624,0.287056843138148,0.233137269107861,0.820590091272589,1.23512393048328,-0.246018634990765,0.48
"21-1996",0.66,"16","16",-1.45935267859031,2.12971024050871,1.24145984069907,0.247020927051638,1.49793978247848,1.33231389201944,-0.191871329304645,0.66
"21-1998",0.76,"18","16",0.160766717630038,0.0258459374975364,-0.130494468294754,0.122068005557634,0.180870938467027,1.16570252938601,0.0247178934398328,NA
"21-1999",0.61,"19","16",-1.84980675336097,3.42178502477985,1.00285909130884,1.18416783825667,0.444284707269317,1.36008245245835,0.0247178934398328,0.76
"21-2000",0.45,"20","16",-1.72578016490441,2.97831717757748,1.77831152682708,1.52431745787924,-0.0825428303352627,1.38785101289727,-0.570902469107481,0.61
"21-2001",0.72,"21","16",-1.62401475899133,2.63742393742166,1.36076021539418,0.705181639196321,0.820590091272589,1.49892525465289,-0.6250497747936,0.45
"21-2002",0.99,"22","16",-1.36182749792361,1.85457413410088,1.00285909130884,0.739890784055766,0.293762553668009,1.45727241399453,0.512043644614907,0.72
"21-2003",1.12,"23","16",-1.06501173067713,1.1342499864799,0.764258341918607,0.371973848545643,0.180870938467027,1.40173529311671,0.674485561673265,0.99
"21-2004",1.24,"24","16",-1.3176584849405,1.7362238829357,1.00285909130884,0.670472494336875,0.895851168073243,1.36008245245835,-0.570902469107481,1.12
"21-2005",0.27,"25","16",-1.20281905118443,1.4467736698922,1.06250927865639,0.691297981252542,0.820590091272589,1.45727241399453,0.0247178934398328,1.24
"21-2006",0.2,"26","16",-1.51341555048163,2.29042662843962,1.00285909130884,0.920378337324883,0.820590091272589,1.47115669421397,-0.516755163421362,0.27
"21-2007",1.17,"27","16",-0.694698725826769,0.482606319665336,0.406357217833263,0.39279933546131,0.707698476071608,1.38785101289727,-0.841638997538078,0.2
"21-2008",0.81,"28","16",-1.39716270831009,1.9520636334924,1.53971077743685,1.4201900233009,-0.00728175353460863,1.36008245245835,0.133012504812071,1.17
"21-2010",0.17,"30","16",-1.1688972492134,1.36632077921865,0.70460815457105,0.420566651348867,0.1432404000667,1.49892525465289,-0.354313246363003,NA
"21-2011",0.22,"31","16",-1.96994646867502,3.88068908944518,2.43446358765022,2.40592973730915,-0.157803907135917,1.65165233706688,-1.27481744302703,0.17
"21-2012",0.66,"32","16",-0.553357884280828,0.306204948095754,0.346707030485706,0.677414323308764,0.895851168073243,1.30454533158053,-0.354313246363003,0.22
"21-2013",0.67,"33","16",-0.82296553952971,0.677272279253426,0.46600740518082,0.47610128312398,0.0679793232660454,1.40173529311671,0.078865199125952,0.66
"21-2014",0.6,"34","16",-1.17985116443321,1.3920487702144,1.24145984069907,1.17028418031289,1.23452601367619,1.45727241399453,-0.733344386165839,0.67
"22-1982",0.9,"2","17",-1.59362647805895,2.53964535157058,1.06250927865639,1.61456123451379,-0.609370367939843,1.5544623755307,-0.354313246363003,NA
"22-1983",0.72,"3","17",-1.13356203882691,1.28496289586943,0.883558716613722,1.12863320648156,0.293762553668009,1.56834665575015,-0.300165940676884,0.9
"22-1984",0.9,"4","17",-1.86994782328127,3.49670486179435,1.77831152682708,0.649647007421208,0.519545784069972,1.67942089750578,-0.408460552049123,0.72
"22-1985",0.65,"5","17",-1.14557601035832,1.31234439550849,0.346707030485706,0.365032019573753,0.1432404000667,1.37396673267781,-0.408460552049123,0.9
